service_id,date,exception_type,exception_note,schedule_type
79409-1111100-0,20230414,1,FINAL,WD
7940929-1111100-29,20230414,1,FINAL San Ysidro High School,WD
79332-1111100-0,20230414,1,FINAL,WD
79333-1111100-0,20230414,1,FINAL,WD
793337-1111100-7,20230414,1,FINAL Rural 888,WD
793339-1111100-9,20230414,1,FINAL Rural 891,WD
79777-1111100-0,20230414,1,PRODUCTION,WD
7977715-1111100-15,20230414,1,PRODUCTION SD Mesa College,WD
7977721-1111100-21,20230414,1,PRODUCTION UCSD,WD
79791-1111100-0,20230414,1,Schedule #122,WD
76360-1111111-0,20230415,1,Old Town to Airport Shuttle,ERRdow
72986-0000010-0,20230415,1,Coronado Ferry - Sat,SA
79339-0000010-0,20230415,1,FINAL,SA
79334-0000010-0,20230415,1,FINAL,SA
79408-0000010-0,20230415,1,FINAL,SA
79778-0000010-0,20230415,1,PRODUCTION,SA
79792-0000010-0,20230415,1,Schedule #122,SA
76360-1111111-0,20230416,1,Old Town to Airport Shuttle,ERRdow
72985-0000001-0,20230416,1,Coronado Ferry - Sun,SU
79335-0000001-0,20230416,1,FINAL,SU
79407-0000001-0,20230416,1,FINAL,SU
79779-0000001-0,20230416,1,PRODUCTION,SU
79793-0000001-0,20230416,1,Schedule #122,SU
76360-1111111-0,20230417,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20230417,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20230417,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
79397-1111100-0,20230417,1,FINAL,WD
79337-1111100-0,20230417,1,FINAL,WD
79398-1111100-0,20230417,1,FINAL,WD
79409-1111100-0,20230417,1,FINAL,WD
7940929-1111100-29,20230417,1,FINAL San Ysidro High School,WD
7940951-1111100-51,20230417,1,FINAL San Ysidro HIgh School,WD
79332-1111100-0,20230417,1,FINAL,WD
79333-1111100-0,20230417,1,FINAL,WD
793337-1111100-7,20230417,1,FINAL Rural 888,WD
79777-1111100-0,20230417,1,PRODUCTION,WD
7977715-1111100-15,20230417,1,PRODUCTION SD Mesa College,WD
7977721-1111100-21,20230417,1,PRODUCTION UCSD,WD
79791-1111100-0,20230417,1,Schedule #122,WD
76360-1111111-0,20230418,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20230418,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20230418,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
79397-1111100-0,20230418,1,FINAL,WD
79337-1111100-0,20230418,1,FINAL,WD
79398-1111100-0,20230418,1,FINAL,WD
79409-1111100-0,20230418,1,FINAL,WD
7940929-1111100-29,20230418,1,FINAL San Ysidro High School,WD
7940951-1111100-51,20230418,1,FINAL San Ysidro HIgh School,WD
79332-1111100-0,20230418,1,FINAL,WD
79333-1111100-0,20230418,1,FINAL,WD
79777-1111100-0,20230418,1,PRODUCTION,WD
7977715-1111100-15,20230418,1,PRODUCTION SD Mesa College,WD
7977721-1111100-21,20230418,1,PRODUCTION UCSD,WD
79791-1111100-0,20230418,1,Schedule #122,WD
76360-1111111-0,20230419,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20230419,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20230419,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
79397-1111100-0,20230419,1,FINAL,WD
79337-1111100-0,20230419,1,FINAL,WD
79398-1111100-0,20230419,1,FINAL,WD
79409-1111100-0,20230419,1,FINAL,WD
7940929-1111100-29,20230419,1,FINAL San Ysidro High School,WD
7940951-1111100-51,20230419,1,FINAL San Ysidro HIgh School,WD
79332-1111100-0,20230419,1,FINAL,WD
79333-1111100-0,20230419,1,FINAL,WD
79777-1111100-0,20230419,1,PRODUCTION,WD
7977715-1111100-15,20230419,1,PRODUCTION SD Mesa College,WD
7977721-1111100-21,20230419,1,PRODUCTION UCSD,WD
79791-1111100-0,20230419,1,Schedule #122,WD
76360-1111111-0,20230420,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20230420,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20230420,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
79397-1111100-0,20230420,1,FINAL,WD
79337-1111100-0,20230420,1,FINAL,WD
79398-1111100-0,20230420,1,FINAL,WD
79409-1111100-0,20230420,1,FINAL,WD
7940929-1111100-29,20230420,1,FINAL San Ysidro High School,WD
7940951-1111100-51,20230420,1,FINAL San Ysidro HIgh School,WD
79332-1111100-0,20230420,1,FINAL,WD
79333-1111100-0,20230420,1,FINAL,WD
7933311-1111100-11,20230420,1,FINAL Rural 892,WD
79777-1111100-0,20230420,1,PRODUCTION,WD
7977715-1111100-15,20230420,1,PRODUCTION SD Mesa College,WD
7977721-1111100-21,20230420,1,PRODUCTION UCSD,WD
79791-1111100-0,20230420,1,Schedule #122,WD
76360-1111111-0,20230421,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20230421,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20230421,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
7298755-1111100-55,20230421,1,Coronado Ferry - M-F with Events Coronado Ferry "Friday Trips",WD
79397-1111100-0,20230421,1,FINAL,WD
79337-1111100-0,20230421,1,FINAL,WD
79398-1111100-0,20230421,1,FINAL,WD
79409-1111100-0,20230421,1,FINAL,WD
7940929-1111100-29,20230421,1,FINAL San Ysidro High School,WD
79332-1111100-0,20230421,1,FINAL,WD
79333-1111100-0,20230421,1,FINAL,WD
793337-1111100-7,20230421,1,FINAL Rural 888,WD
793339-1111100-9,20230421,1,FINAL Rural 891,WD
79777-1111100-0,20230421,1,PRODUCTION,WD
7977715-1111100-15,20230421,1,PRODUCTION SD Mesa College,WD
7977721-1111100-21,20230421,1,PRODUCTION UCSD,WD
79791-1111100-0,20230421,1,Schedule #122,WD
76360-1111111-0,20230422,1,Old Town to Airport Shuttle,ERRdow
72986-0000010-0,20230422,1,Coronado Ferry - Sat,SA
79339-0000010-0,20230422,1,FINAL,SA
79334-0000010-0,20230422,1,FINAL,SA
79408-0000010-0,20230422,1,FINAL,SA
79778-0000010-0,20230422,1,PRODUCTION,SA
79792-0000010-0,20230422,1,Schedule #122,SA
76360-1111111-0,20230423,1,Old Town to Airport Shuttle,ERRdow
72985-0000001-0,20230423,1,Coronado Ferry - Sun,SU
79335-0000001-0,20230423,1,FINAL,SU
79407-0000001-0,20230423,1,FINAL,SU
79779-0000001-0,20230423,1,PRODUCTION,SU
79793-0000001-0,20230423,1,Schedule #122,SU
76360-1111111-0,20230424,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20230424,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20230424,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
79397-1111100-0,20230424,1,FINAL,WD
79337-1111100-0,20230424,1,FINAL,WD
79398-1111100-0,20230424,1,FINAL,WD
79409-1111100-0,20230424,1,FINAL,WD
7940929-1111100-29,20230424,1,FINAL San Ysidro High School,WD
7940951-1111100-51,20230424,1,FINAL San Ysidro HIgh School,WD
79332-1111100-0,20230424,1,FINAL,WD
79333-1111100-0,20230424,1,FINAL,WD
793337-1111100-7,20230424,1,FINAL Rural 888,WD
79777-1111100-0,20230424,1,PRODUCTION,WD
7977715-1111100-15,20230424,1,PRODUCTION SD Mesa College,WD
7977721-1111100-21,20230424,1,PRODUCTION UCSD,WD
79791-1111100-0,20230424,1,Schedule #122,WD
76360-1111111-0,20230425,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20230425,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20230425,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
79397-1111100-0,20230425,1,FINAL,WD
79337-1111100-0,20230425,1,FINAL,WD
79398-1111100-0,20230425,1,FINAL,WD
79409-1111100-0,20230425,1,FINAL,WD
7940929-1111100-29,20230425,1,FINAL San Ysidro High School,WD
7940951-1111100-51,20230425,1,FINAL San Ysidro HIgh School,WD
79332-1111100-0,20230425,1,FINAL,WD
79333-1111100-0,20230425,1,FINAL,WD
79777-1111100-0,20230425,1,PRODUCTION,WD
7977715-1111100-15,20230425,1,PRODUCTION SD Mesa College,WD
7977721-1111100-21,20230425,1,PRODUCTION UCSD,WD
79791-1111100-0,20230425,1,Schedule #122,WD
76360-1111111-0,20230426,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20230426,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20230426,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
79397-1111100-0,20230426,1,FINAL,WD
79337-1111100-0,20230426,1,FINAL,WD
79398-1111100-0,20230426,1,FINAL,WD
79409-1111100-0,20230426,1,FINAL,WD
7940929-1111100-29,20230426,1,FINAL San Ysidro High School,WD
7940951-1111100-51,20230426,1,FINAL San Ysidro HIgh School,WD
79332-1111100-0,20230426,1,FINAL,WD
79333-1111100-0,20230426,1,FINAL,WD
79777-1111100-0,20230426,1,PRODUCTION,WD
7977715-1111100-15,20230426,1,PRODUCTION SD Mesa College,WD
7977721-1111100-21,20230426,1,PRODUCTION UCSD,WD
79791-1111100-0,20230426,1,Schedule #122,WD
76360-1111111-0,20230427,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20230427,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20230427,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
79397-1111100-0,20230427,1,FINAL,WD
79337-1111100-0,20230427,1,FINAL,WD
79398-1111100-0,20230427,1,FINAL,WD
79409-1111100-0,20230427,1,FINAL,WD
7940929-1111100-29,20230427,1,FINAL San Ysidro High School,WD
7940951-1111100-51,20230427,1,FINAL San Ysidro HIgh School,WD
79332-1111100-0,20230427,1,FINAL,WD
79333-1111100-0,20230427,1,FINAL,WD
7933311-1111100-11,20230427,1,FINAL Rural 892,WD
79777-1111100-0,20230427,1,PRODUCTION,WD
7977715-1111100-15,20230427,1,PRODUCTION SD Mesa College,WD
7977721-1111100-21,20230427,1,PRODUCTION UCSD,WD
79791-1111100-0,20230427,1,Schedule #122,WD
76360-1111111-0,20230428,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20230428,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20230428,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
7298755-1111100-55,20230428,1,Coronado Ferry - M-F with Events Coronado Ferry "Friday Trips",WD
79397-1111100-0,20230428,1,FINAL,WD
79337-1111100-0,20230428,1,FINAL,WD
79398-1111100-0,20230428,1,FINAL,WD
79409-1111100-0,20230428,1,FINAL,WD
7940929-1111100-29,20230428,1,FINAL San Ysidro High School,WD
79332-1111100-0,20230428,1,FINAL,WD
79333-1111100-0,20230428,1,FINAL,WD
793337-1111100-7,20230428,1,FINAL Rural 888,WD
793339-1111100-9,20230428,1,FINAL Rural 891,WD
79777-1111100-0,20230428,1,PRODUCTION,WD
7977715-1111100-15,20230428,1,PRODUCTION SD Mesa College,WD
7977721-1111100-21,20230428,1,PRODUCTION UCSD,WD
79791-1111100-0,20230428,1,Schedule #122,WD
76360-1111111-0,20230429,1,Old Town to Airport Shuttle,ERRdow
72986-0000010-0,20230429,1,Coronado Ferry - Sat,SA
79339-0000010-0,20230429,1,FINAL,SA
79334-0000010-0,20230429,1,FINAL,SA
79408-0000010-0,20230429,1,FINAL,SA
79778-0000010-0,20230429,1,PRODUCTION,SA
79792-0000010-0,20230429,1,Schedule #122,SA
76360-1111111-0,20230430,1,Old Town to Airport Shuttle,ERRdow
72985-0000001-0,20230430,1,Coronado Ferry - Sun,SU
79335-0000001-0,20230430,1,FINAL,SU
79407-0000001-0,20230430,1,FINAL,SU
79779-0000001-0,20230430,1,PRODUCTION,SU
79793-0000001-0,20230430,1,Schedule #122,SU
76360-1111111-0,20230501,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20230501,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20230501,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
79397-1111100-0,20230501,1,FINAL,WD
79337-1111100-0,20230501,1,FINAL,WD
79398-1111100-0,20230501,1,FINAL,WD
79409-1111100-0,20230501,1,FINAL,WD
7940929-1111100-29,20230501,1,FINAL San Ysidro High School,WD
7940951-1111100-51,20230501,1,FINAL San Ysidro HIgh School,WD
79332-1111100-0,20230501,1,FINAL,WD
79333-1111100-0,20230501,1,FINAL,WD
793337-1111100-7,20230501,1,FINAL Rural 888,WD
79777-1111100-0,20230501,1,PRODUCTION,WD
7977715-1111100-15,20230501,1,PRODUCTION SD Mesa College,WD
7977721-1111100-21,20230501,1,PRODUCTION UCSD,WD
79791-1111100-0,20230501,1,Schedule #122,WD
76360-1111111-0,20230502,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20230502,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20230502,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
79397-1111100-0,20230502,1,FINAL,WD
79337-1111100-0,20230502,1,FINAL,WD
79398-1111100-0,20230502,1,FINAL,WD
79409-1111100-0,20230502,1,FINAL,WD
7940929-1111100-29,20230502,1,FINAL San Ysidro High School,WD
7940951-1111100-51,20230502,1,FINAL San Ysidro HIgh School,WD
79332-1111100-0,20230502,1,FINAL,WD
79333-1111100-0,20230502,1,FINAL,WD
79777-1111100-0,20230502,1,PRODUCTION,WD
7977715-1111100-15,20230502,1,PRODUCTION SD Mesa College,WD
7977721-1111100-21,20230502,1,PRODUCTION UCSD,WD
79791-1111100-0,20230502,1,Schedule #122,WD
76360-1111111-0,20230503,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20230503,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20230503,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
79397-1111100-0,20230503,1,FINAL,WD
79337-1111100-0,20230503,1,FINAL,WD
79398-1111100-0,20230503,1,FINAL,WD
79409-1111100-0,20230503,1,FINAL,WD
7940929-1111100-29,20230503,1,FINAL San Ysidro High School,WD
7940951-1111100-51,20230503,1,FINAL San Ysidro HIgh School,WD
79332-1111100-0,20230503,1,FINAL,WD
79333-1111100-0,20230503,1,FINAL,WD
79777-1111100-0,20230503,1,PRODUCTION,WD
7977715-1111100-15,20230503,1,PRODUCTION SD Mesa College,WD
7977721-1111100-21,20230503,1,PRODUCTION UCSD,WD
79791-1111100-0,20230503,1,Schedule #122,WD
76360-1111111-0,20230504,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20230504,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20230504,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
79397-1111100-0,20230504,1,FINAL,WD
79337-1111100-0,20230504,1,FINAL,WD
79398-1111100-0,20230504,1,FINAL,WD
79409-1111100-0,20230504,1,FINAL,WD
7940929-1111100-29,20230504,1,FINAL San Ysidro High School,WD
7940951-1111100-51,20230504,1,FINAL San Ysidro HIgh School,WD
79332-1111100-0,20230504,1,FINAL,WD
79333-1111100-0,20230504,1,FINAL,WD
7933311-1111100-11,20230504,1,FINAL Rural 892,WD
79777-1111100-0,20230504,1,PRODUCTION,WD
7977715-1111100-15,20230504,1,PRODUCTION SD Mesa College,WD
7977721-1111100-21,20230504,1,PRODUCTION UCSD,WD
79791-1111100-0,20230504,1,Schedule #122,WD
76360-1111111-0,20230505,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20230505,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20230505,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
7298755-1111100-55,20230505,1,Coronado Ferry - M-F with Events Coronado Ferry "Friday Trips",WD
79397-1111100-0,20230505,1,FINAL,WD
79337-1111100-0,20230505,1,FINAL,WD
79398-1111100-0,20230505,1,FINAL,WD
79409-1111100-0,20230505,1,FINAL,WD
7940951-1111100-51,20230505,1,FINAL San Ysidro HIgh School,WD
79332-1111100-0,20230505,1,FINAL,WD
79333-1111100-0,20230505,1,FINAL,WD
793337-1111100-7,20230505,1,FINAL Rural 888,WD
793339-1111100-9,20230505,1,FINAL Rural 891,WD
79777-1111100-0,20230505,1,PRODUCTION,WD
7977715-1111100-15,20230505,1,PRODUCTION SD Mesa College,WD
7977721-1111100-21,20230505,1,PRODUCTION UCSD,WD
79791-1111100-0,20230505,1,Schedule #122,WD
76360-1111111-0,20230506,1,Old Town to Airport Shuttle,ERRdow
72986-0000010-0,20230506,1,Coronado Ferry - Sat,SA
79339-0000010-0,20230506,1,FINAL,SA
79334-0000010-0,20230506,1,FINAL,SA
79408-0000010-0,20230506,1,FINAL,SA
79778-0000010-0,20230506,1,PRODUCTION,SA
79792-0000010-0,20230506,1,Schedule #122,SA
76360-1111111-0,20230507,1,Old Town to Airport Shuttle,ERRdow
72985-0000001-0,20230507,1,Coronado Ferry - Sun,SU
79335-0000001-0,20230507,1,FINAL,SU
79407-0000001-0,20230507,1,FINAL,SU
79779-0000001-0,20230507,1,PRODUCTION,SU
79793-0000001-0,20230507,1,Schedule #122,SU
76360-1111111-0,20230508,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20230508,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20230508,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
79397-1111100-0,20230508,1,FINAL,WD
79337-1111100-0,20230508,1,FINAL,WD
79398-1111100-0,20230508,1,FINAL,WD
79409-1111100-0,20230508,1,FINAL,WD
7940929-1111100-29,20230508,1,FINAL San Ysidro High School,WD
7940951-1111100-51,20230508,1,FINAL San Ysidro HIgh School,WD
79332-1111100-0,20230508,1,FINAL,WD
79333-1111100-0,20230508,1,FINAL,WD
793337-1111100-7,20230508,1,FINAL Rural 888,WD
79777-1111100-0,20230508,1,PRODUCTION,WD
7977715-1111100-15,20230508,1,PRODUCTION SD Mesa College,WD
7977721-1111100-21,20230508,1,PRODUCTION UCSD,WD
79791-1111100-0,20230508,1,Schedule #122,WD
76360-1111111-0,20230509,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20230509,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20230509,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
79397-1111100-0,20230509,1,FINAL,WD
79337-1111100-0,20230509,1,FINAL,WD
79398-1111100-0,20230509,1,FINAL,WD
79409-1111100-0,20230509,1,FINAL,WD
7940929-1111100-29,20230509,1,FINAL San Ysidro High School,WD
7940951-1111100-51,20230509,1,FINAL San Ysidro HIgh School,WD
79332-1111100-0,20230509,1,FINAL,WD
79333-1111100-0,20230509,1,FINAL,WD
79777-1111100-0,20230509,1,PRODUCTION,WD
7977715-1111100-15,20230509,1,PRODUCTION SD Mesa College,WD
7977721-1111100-21,20230509,1,PRODUCTION UCSD,WD
79791-1111100-0,20230509,1,Schedule #122,WD
76360-1111111-0,20230510,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20230510,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20230510,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
79397-1111100-0,20230510,1,FINAL,WD
79337-1111100-0,20230510,1,FINAL,WD
79398-1111100-0,20230510,1,FINAL,WD
79409-1111100-0,20230510,1,FINAL,WD
7940929-1111100-29,20230510,1,FINAL San Ysidro High School,WD
7940951-1111100-51,20230510,1,FINAL San Ysidro HIgh School,WD
79332-1111100-0,20230510,1,FINAL,WD
79333-1111100-0,20230510,1,FINAL,WD
79777-1111100-0,20230510,1,PRODUCTION,WD
7977715-1111100-15,20230510,1,PRODUCTION SD Mesa College,WD
7977721-1111100-21,20230510,1,PRODUCTION UCSD,WD
79791-1111100-0,20230510,1,Schedule #122,WD
76360-1111111-0,20230511,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20230511,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20230511,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
79397-1111100-0,20230511,1,FINAL,WD
79337-1111100-0,20230511,1,FINAL,WD
79398-1111100-0,20230511,1,FINAL,WD
79409-1111100-0,20230511,1,FINAL,WD
7940929-1111100-29,20230511,1,FINAL San Ysidro High School,WD
7940951-1111100-51,20230511,1,FINAL San Ysidro HIgh School,WD
79332-1111100-0,20230511,1,FINAL,WD
79333-1111100-0,20230511,1,FINAL,WD
7933311-1111100-11,20230511,1,FINAL Rural 892,WD
79777-1111100-0,20230511,1,PRODUCTION,WD
7977715-1111100-15,20230511,1,PRODUCTION SD Mesa College,WD
7977721-1111100-21,20230511,1,PRODUCTION UCSD,WD
79791-1111100-0,20230511,1,Schedule #122,WD
76360-1111111-0,20230512,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20230512,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20230512,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
7298755-1111100-55,20230512,1,Coronado Ferry - M-F with Events Coronado Ferry "Friday Trips",WD
79397-1111100-0,20230512,1,FINAL,WD
79337-1111100-0,20230512,1,FINAL,WD
79398-1111100-0,20230512,1,FINAL,WD
79409-1111100-0,20230512,1,FINAL,WD
7940929-1111100-29,20230512,1,FINAL San Ysidro High School,WD
79332-1111100-0,20230512,1,FINAL,WD
79333-1111100-0,20230512,1,FINAL,WD
793337-1111100-7,20230512,1,FINAL Rural 888,WD
793339-1111100-9,20230512,1,FINAL Rural 891,WD
79777-1111100-0,20230512,1,PRODUCTION,WD
7977715-1111100-15,20230512,1,PRODUCTION SD Mesa College,WD
7977721-1111100-21,20230512,1,PRODUCTION UCSD,WD
79791-1111100-0,20230512,1,Schedule #122,WD
76360-1111111-0,20230513,1,Old Town to Airport Shuttle,ERRdow
72986-0000010-0,20230513,1,Coronado Ferry - Sat,SA
79339-0000010-0,20230513,1,FINAL,SA
79334-0000010-0,20230513,1,FINAL,SA
79408-0000010-0,20230513,1,FINAL,SA
79778-0000010-0,20230513,1,PRODUCTION,SA
79792-0000010-0,20230513,1,Schedule #122,SA
76360-1111111-0,20230514,1,Old Town to Airport Shuttle,ERRdow
72985-0000001-0,20230514,1,Coronado Ferry - Sun,SU
79335-0000001-0,20230514,1,FINAL,SU
79407-0000001-0,20230514,1,FINAL,SU
79779-0000001-0,20230514,1,PRODUCTION,SU
79793-0000001-0,20230514,1,Schedule #122,SU
76360-1111111-0,20230515,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20230515,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20230515,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
79397-1111100-0,20230515,1,FINAL,WD
79337-1111100-0,20230515,1,FINAL,WD
79398-1111100-0,20230515,1,FINAL,WD
79409-1111100-0,20230515,1,FINAL,WD
7940929-1111100-29,20230515,1,FINAL San Ysidro High School,WD
7940951-1111100-51,20230515,1,FINAL San Ysidro HIgh School,WD
79332-1111100-0,20230515,1,FINAL,WD
79333-1111100-0,20230515,1,FINAL,WD
793337-1111100-7,20230515,1,FINAL Rural 888,WD
79777-1111100-0,20230515,1,PRODUCTION,WD
7977715-1111100-15,20230515,1,PRODUCTION SD Mesa College,WD
7977721-1111100-21,20230515,1,PRODUCTION UCSD,WD
79791-1111100-0,20230515,1,Schedule #122,WD
76360-1111111-0,20230516,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20230516,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20230516,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
79397-1111100-0,20230516,1,FINAL,WD
79337-1111100-0,20230516,1,FINAL,WD
79398-1111100-0,20230516,1,FINAL,WD
79409-1111100-0,20230516,1,FINAL,WD
7940929-1111100-29,20230516,1,FINAL San Ysidro High School,WD
7940951-1111100-51,20230516,1,FINAL San Ysidro HIgh School,WD
79332-1111100-0,20230516,1,FINAL,WD
79333-1111100-0,20230516,1,FINAL,WD
79777-1111100-0,20230516,1,PRODUCTION,WD
7977715-1111100-15,20230516,1,PRODUCTION SD Mesa College,WD
7977721-1111100-21,20230516,1,PRODUCTION UCSD,WD
79791-1111100-0,20230516,1,Schedule #122,WD
76360-1111111-0,20230517,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20230517,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20230517,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
79397-1111100-0,20230517,1,FINAL,WD
79337-1111100-0,20230517,1,FINAL,WD
79398-1111100-0,20230517,1,FINAL,WD
79409-1111100-0,20230517,1,FINAL,WD
7940929-1111100-29,20230517,1,FINAL San Ysidro High School,WD
7940951-1111100-51,20230517,1,FINAL San Ysidro HIgh School,WD
79332-1111100-0,20230517,1,FINAL,WD
79333-1111100-0,20230517,1,FINAL,WD
79777-1111100-0,20230517,1,PRODUCTION,WD
7977715-1111100-15,20230517,1,PRODUCTION SD Mesa College,WD
7977721-1111100-21,20230517,1,PRODUCTION UCSD,WD
79791-1111100-0,20230517,1,Schedule #122,WD
76360-1111111-0,20230518,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20230518,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20230518,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
79397-1111100-0,20230518,1,FINAL,WD
79337-1111100-0,20230518,1,FINAL,WD
79398-1111100-0,20230518,1,FINAL,WD
79409-1111100-0,20230518,1,FINAL,WD
7940929-1111100-29,20230518,1,FINAL San Ysidro High School,WD
7940951-1111100-51,20230518,1,FINAL San Ysidro HIgh School,WD
79332-1111100-0,20230518,1,FINAL,WD
79333-1111100-0,20230518,1,FINAL,WD
7933311-1111100-11,20230518,1,FINAL Rural 892,WD
79777-1111100-0,20230518,1,PRODUCTION,WD
7977715-1111100-15,20230518,1,PRODUCTION SD Mesa College,WD
7977721-1111100-21,20230518,1,PRODUCTION UCSD,WD
79791-1111100-0,20230518,1,Schedule #122,WD
76360-1111111-0,20230519,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20230519,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20230519,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
7298755-1111100-55,20230519,1,Coronado Ferry - M-F with Events Coronado Ferry "Friday Trips",WD
79397-1111100-0,20230519,1,FINAL,WD
79337-1111100-0,20230519,1,FINAL,WD
79398-1111100-0,20230519,1,FINAL,WD
79409-1111100-0,20230519,1,FINAL,WD
7940929-1111100-29,20230519,1,FINAL San Ysidro High School,WD
79332-1111100-0,20230519,1,FINAL,WD
79333-1111100-0,20230519,1,FINAL,WD
793337-1111100-7,20230519,1,FINAL Rural 888,WD
793339-1111100-9,20230519,1,FINAL Rural 891,WD
79777-1111100-0,20230519,1,PRODUCTION,WD
7977715-1111100-15,20230519,1,PRODUCTION SD Mesa College,WD
7977721-1111100-21,20230519,1,PRODUCTION UCSD,WD
79791-1111100-0,20230519,1,Schedule #122,WD
76360-1111111-0,20230520,1,Old Town to Airport Shuttle,ERRdow
72986-0000010-0,20230520,1,Coronado Ferry - Sat,SA
79339-0000010-0,20230520,1,FINAL,SA
79334-0000010-0,20230520,1,FINAL,SA
79408-0000010-0,20230520,1,FINAL,SA
79778-0000010-0,20230520,1,PRODUCTION,SA
79792-0000010-0,20230520,1,Schedule #122,SA
76360-1111111-0,20230521,1,Old Town to Airport Shuttle,ERRdow
72985-0000001-0,20230521,1,Coronado Ferry - Sun,SU
79335-0000001-0,20230521,1,FINAL,SU
79407-0000001-0,20230521,1,FINAL,SU
79779-0000001-0,20230521,1,PRODUCTION,SU
79793-0000001-0,20230521,1,Schedule #122,SU
76360-1111111-0,20230522,1,Old Town to Airport Shuttle,ERRdow
